query_bgc	target_gene_cluster_y	pident_mean	pident_median	pident_count	levenshtein_include_internal_nonortholog	levenshtein_only_orthologs	percent_of_query	jaccard	modscore	score	target_nucleotide_sequence	target_assembly	assembly	genus	species	family	order	class	phylum	superkingdom	start	end
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f258710>	96.12	96.9	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAMPYQ010000007.1	GCF_024747025.1	GCF_024747025.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	237243	281370
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421adbb2890>	96.42	96.9	5	1.0	1.0	100	1.0	3.0	801.0	NZ_VHSX01000003.1	GCF_013048645.1	GCF_013048645.1	Vibrio	Vibrio sp. 7-5(1-a)	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	168921	213157
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197d55650>	96.34	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAWOQN010000002.1	GCF_033337395.1	GCF_033337395.1	Vibrio	Vibrio sp. YT-19(2023)	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	64320	108792
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b5f910d0>	96.24	96.8	5	1.0	1.0	100	1.0	3.0	800.0	NZ_SMLJ01000001.1	GCF_004349375.1	GCF_004349375.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	163278	207809
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421979b93d0>	96.22	96.8	5	1.0	1.0	100	1.0	3.0	800.0	NZ_JAWOWO010000003.1	GCF_033340415.1	GCF_033340415.1	Vibrio	Vibrio sp. 1074	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	164035	208264
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b65232d0>	96.78	96.8	5	1.0	1.0	100	1.0	3.0	794.0	NZ_SBIG01000032.1	GCF_004283075.1	GCF_004283075.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	43314	88211
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197a16910>	96.22	96.8	5	1.0	1.0	100	1.0	3.0	800.0	NZ_JAWPOQ010000006.1	GCF_033344355.1	GCF_033344355.1	Vibrio	Vibrio sp. 1974	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	28170	72399
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197c63550>	96.82000000000001	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAWOSD010000004.1	GCF_033338135.1	GCF_033338135.1	Vibrio	Vibrio sp. Vb2610	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	165910	210799
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421bb752490>	96.66	96.8	5	1.0	1.0	100	1.0	3.0	806.0	NZ_CP014041.1	GCF_002953535.1	GCF_002953535.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	379923	424156
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f4a1550>	96.34	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JANFTG010000028.1	GCF_024745815.1	GCF_024745815.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	163382	207643
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197968f10>	96.22	96.8	5	1.0	1.0	100	1.0	3.0	800.0	NZ_JAWOVY010000002.1	GCF_033340155.1	GCF_033340155.1	Vibrio	Vibrio sp. 1562	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	167985	212214
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a27eab90>	96.66	96.8	5	1.0	1.0	100	1.0	3.0	794.0	NZ_JAKEVC010000009.1	GCF_022398275.1	GCF_022398275.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	166	26632
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7a342d0>	97.03999999999999	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAGDJS010000002.1	GCF_018458385.1	GCF_018458385.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	155604	200554
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421adc0e7d0>	96.17999999999999	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_VTYF01000002.1	GCF_013114015.1	GCF_013114015.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	755874	800379
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197b9de10>	96.66	96.8	5	1.0	1.0	100	1.0	3.0	794.0	NZ_JAWOTP010000003.1	GCF_033338935.1	GCF_033338935.1	Vibrio	Vibrio sp. Vb0598	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	98374	142603
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7885290>	96.5	96.8	5	1.0	1.0	100	1.0	3.0	796.0	NZ_JAGDJM010000001.1	GCF_018458545.1	GCF_018458545.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	166756	211653
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197a1f710>	96.52000000000001	96.8	5	1.0	1.0	100	1.0	3.0	796.0	NZ_JAWPOT010000012.1	GCF_033344415.1	GCF_033344415.1	Vibrio	Vibrio sp. 1727	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	72	30487
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7a8a250>	96.32000000000001	96.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGDLP010000003.1	GCF_018457415.1	GCF_018457415.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	158607	202833
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c6d8c250>	96.1	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JPIL01000012.1	GCF_000742455.1	GCF_000742455.1	Vibrio	Vibrio sp. OY15	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	40141	84405
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74218a8f5690>	96.9	96.8	5	1.0	1.0	100	1.0	3.0	798.0	NZ_CANNEY010000011.1	GCF_947503745.1	GCF_947503745.1	Vibrio	Vibrio diabolicus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	79800	123593
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b03a6d10>	96.24	96.8	5	1.0	1.0	100	1.0	3.0	800.0	NZ_CP046771.1	GCF_009763085.1	GCF_009763085.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	845609	889862
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c2395710>	96.5	96.8	5	1.0	1.0	100	1.0	3.0	800.0	NZ_WAHT01000009.1	GCF_008921745.1	GCF_008921745.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	166344	211224
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197d94290>	96.17999999999999	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAWOQY010000003.1	GCF_033337555.1	GCF_033337555.1	Vibrio	Vibrio sp. Vb5029	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	99051	143301
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197c609d0>	96.82000000000001	96.8	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAWOSC010000004.1	GCF_033338115.1	GCF_033338115.1	Vibrio	Vibrio sp. Vb2628	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	233226	278115
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197c94050>	96.32000000000001	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAWOSL010000002.1	GCF_033338275.1	GCF_033338275.1	Vibrio	Vibrio sp. Vb2321	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	232134	276424
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197c894d0>	96.32000000000001	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAWOSJ010000002.1	GCF_033338255.1	GCF_033338255.1	Vibrio	Vibrio sp. Vb2354	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	232134	276424
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421caeca610>	96.53999999999999	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_LJTE01000004.1	GCF_001306785.1	GCF_001306785.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	162460	206739
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a763ad0>	96.34	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JASTKV010000028.1	GCF_030252615.1	GCF_030252615.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1628669	1672036
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f2cc190>	96.32000000000001	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAMPZE010000003.1	GCF_024747325.1	GCF_024747325.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	268168	312459
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197c96b90>	96.32000000000001	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAWOSK010000002.1	GCF_033338295.1	GCF_033338295.1	Vibrio	Vibrio sp. Vb2353	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	232134	276424
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f2b2210>	96.53999999999999	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAMPZD010000003.1	GCF_024747295.1	GCF_024747295.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	233309	277847
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197d31b10>	96.53999999999999	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAWOTB010000022.1	GCF_033338655.1	GCF_033338655.1	Vibrio	Vibrio sp. Vb1729	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	228290	272828
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b55e8110>	97.42	96.7	5	1.0	1.0	100	1.0	3.0	791.0	NZ_NNCL01000063.1	GCF_006368235.1	GCF_006368235.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	69	12092
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7abbf10>	96.53999999999999	96.7	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAGDLI010000004.1	GCF_018457545.1	GCF_018457545.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	162114	206652
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197d46190>	96.4	96.6	5	1.0	1.0	100	1.0	3.0	800.0	NZ_JAWOQP010000002.1	GCF_033337375.1	GCF_033337375.1	Vibrio	Vibrio sp. YT-17	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	163346	207598
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f6f2990>	96.3	96.6	5	1.0	1.0	100	1.0	3.0	801.0	NZ_JAMQVW010000002.1	GCF_024744545.1	GCF_024744545.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	232057	276348
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a79d9ad0>	96.42	96.5	5	1.0	1.0	100	1.0	3.0	790.0	NZ_JAGDKD010000001.1	GCF_018458185.1	GCF_018458185.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1046058	1090513
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421d27ad790>	95.96000000000001	96.5	5	1.0	1.0	100	1.0	3.0	791.0	BGC0000947	BGC0000947	BGC0000947	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	154	15744
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f34ad90>	96.44	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JANFUD010000024.1	GCF_024746315.1	GCF_024746315.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	5010	49203
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f3235d0>	96.44	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAMPZP010000016.1	GCF_024747555.1	GCF_024747555.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	123020	167533
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219bee0b50>	96.3	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAPEIC010000002.1	GCF_028823765.1	GCF_028823765.1	Vibrio	Vibrio sp. VA3	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	591075	635589
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a8f7bbd0>	96.44	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAFHDS010000004.1	GCF_016937625.1	GCF_016937625.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	163252	207765
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a2b9ce10>	96.44	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_CP082308.1	GCF_022343105.1	GCF_022343105.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	374646	419168
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f17ec10>	96.44	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAMQAA010000045.1	GCF_024747745.1	GCF_024747745.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	493	44280
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421ab1c8550>	95.8	96.5	5	1.0	1.0	100	1.0	3.0	795.0	NZ_MPKM01000016.1	GCF_014905705.1	GCF_014905705.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	9970	53935
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7ab9290>	96.44	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAGDLM010000001.1	GCF_018457525.1	GCF_018457525.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	163323	207836
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a78be5d0>	96.28	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JAGDJF010000001.1	GCF_018458675.1	GCF_018458675.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1278764	1323277
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f5229d0>	96.67999999999999	96.5	5	1.0	1.0	100	1.0	3.0	795.0	NZ_JANFTZ010000018.1	GCF_024746235.1	GCF_024746235.1	Vibrio	Vibrio antiquarius	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	240968	284920
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219d86a8d0>	96.24	96.5	5	1.0	1.0	100	1.0	3.0	788.0	NZ_JAPNOV010000001.1	GCF_026898475.1	GCF_026898475.1	Vibrio	Vibrio diabolicus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	188402	232355
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a1993110>	96.38	96.5	5	1.0	1.0	100	1.0	3.0	793.0	NZ_JALNTL010000002.1	GCF_023161825.1	GCF_023161825.1	Vibrio	Vibrio sp. 2CM40D	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	506031	550545
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a2cc07d0>	96.52000000000001	96.4	5	1.0	1.0	100	1.0	3.0	786.0	NZ_JAKNPJ010000009.1	GCF_022289715.1	GCF_022289715.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	494971	519942
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a8b6f90>	96.46000000000001	96.3	5	1.0	1.0	100	1.0	3.0	790.0	NZ_JAHGAK010000010.1	GCF_030248555.1	GCF_030248555.1	Vibrio	Vibrio sp. D409a	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	237959	282895
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a8c8e90>	96.46000000000001	96.3	5	1.0	1.0	100	1.0	3.0	790.0	NZ_JAHGAM010000005.1	GCF_030248595.1	GCF_030248595.1	Vibrio	Vibrio sp. D417a	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	168822	213758
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a8c1f10>	96.46000000000001	96.3	5	1.0	1.0	100	1.0	3.0	790.0	NZ_JAHGAL010000013.1	GCF_030248575.1	GCF_030248575.1	Vibrio	Vibrio sp. D415a	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	168789	213725
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a8cbd90>	96.46000000000001	96.3	5	1.0	1.0	100	1.0	3.0	790.0	NZ_JAHGAO010000001.1	GCF_030248615.1	GCF_030248615.1	Vibrio	Vibrio sp. D421a	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	168789	213725
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197afc650>	95.66	96.0	5	1.0	1.0	100	1.0	3.0	785.0	NZ_JAWOVN010000007.1	GCF_033339875.1	GCF_033339875.1	Vibrio	Vibrio sp. 1733	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	29250	73911
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x742197953110>	95.66	96.0	5	1.0	1.0	100	1.0	3.0	785.0	NZ_JAWOVX010000006.1	GCF_033340115.1	GCF_033340115.1	Vibrio	Vibrio sp. 1565-1	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	165058	209719
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421bf0dab90>	95.9	95.9	5	1.0	1.0	100	1.0	3.0	801.0	NZ_MVKM01000053.1	GCF_002073025.1	GCF_002073025.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	205661	250824
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a789e990>	96.38	95.8	5	1.0	1.0	100	1.0	3.0	788.0	NZ_JAGDJJ010000007.1	GCF_018458595.1	GCF_018458595.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	28520	73156
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7197110>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFOM010000008.1	GCF_018779895.1	GCF_018779895.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186386	230894
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a78af810>	96.38	95.8	5	1.0	1.0	100	1.0	3.0	788.0	NZ_JAGDJD010000007.1	GCF_018458665.1	GCF_018458665.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	28520	73156
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a716a590>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFOI010000008.1	GCF_018779775.1	GCF_018779775.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186385	230893
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7177f50>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFOJ010000008.1	GCF_018779825.1	GCF_018779825.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186384	230892
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7189850>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFOO010000008.1	GCF_018779865.1	GCF_018779865.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186384	230892
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c5dfcb50>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_LCUM01000008.1	GCF_001013315.1	GCF_001013315.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186263	230771
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a385b50>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAUALF010000008.1	GCF_030346935.1	GCF_030346935.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186072	230580
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a71a1f10>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFON010000008.1	GCF_018779915.1	GCF_018779915.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186367	230875
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7182bd0>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFOK010000008.1	GCF_018779845.1	GCF_018779845.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186444	230952
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a390790>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAUALG010000008.1	GCF_030346975.1	GCF_030346975.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186370	230878
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a71944d0>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGFOL010000008.1	GCF_018779875.1	GCF_018779875.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186372	230880
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a7175310>	94.26	95.8	5	1.0	1.0	100	1.0	3.0	799.0	NZ_JAGGED010000008.1	GCF_018779785.1	GCF_018779785.1	Vibrio	Vibrio alginolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	186365	230873
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421ae05a6d0>	94.0	94.9	5	1.0	1.0	100	1.0	3.0	786.0	NZ_CP051101.1	GCF_012274885.1	GCF_012274885.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	2218272	2262505
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c1d8fb50>	94.0	94.8	5	1.0	1.0	100	1.0	3.0	789.0	NZ_CP035680.1	GCF_009665215.1	GCF_009665215.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	618890	663355
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c6b50a90>	94.0	94.8	5	1.0	1.0	100	1.0	3.0	789.0	NZ_JMCI01000005.1	GCF_000764335.1	GCF_000764335.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	39831
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421ab03d910>	93.66	94.5	5	1.0	1.0	100	1.0	3.0	778.0	NZ_MPKO01000005.1	GCF_014925665.1	GCF_014925665.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	83552	127804
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421ae085b50>	94.0	94.5	5	1.0	1.0	100	1.0	3.0	787.0	NZ_CP051121.1	GCF_012275065.1	GCF_012275065.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1259533	1303148
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c0b1ec50>	95.72	94.5	5	1.0	1.0	100	1.0	3.0	800.0	NZ_CP016351.1	GCF_001680085.1	GCF_001680085.1	Vibrio	Vibrio natriegens	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	82032	127098
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c6b53e10>	94.0	94.5	5	1.0	1.0	100	1.0	3.0	787.0	NZ_JMCF01000030.1	GCF_000764345.1	GCF_000764345.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	39729
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421aa887b10>	93.74	94.0	5	1.0	1.0	100	1.0	3.0	788.0	NZ_NVYB01000005.1	GCF_016094345.1	GCF_016094345.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	150090	195407
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c6b63490>	93.6	94.0	5	1.0	1.0	100	1.0	3.0	780.0	NZ_JMCH01000005.1	GCF_000764355.1	GCF_000764355.1	Vibrio	Vibrio navarrensis	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	9329	52823
